OBJECTID,id,Date,Positive_Pct,Postive_Pct_14dayAvg,Threshold_5PCT,Status,Red_Status,Orange_Status,Yellow_Status,Green_Status,Total,Negative,Positive,Date_Str,Positive_Pct_Str,Postive_Pct_14dayAvg_Str,Threshold_5PCT_Str,Date_Updated,today
252,252,2021/01/07 06:00:00+00,18.36,20,5,-1,1,-1,-1,-1,30049,24533,5516,2021/01/07,18.36,20,5,2022/02/28,2022/02/28
253,253,2021/01/08 06:00:00+00,18.44,19.8,5,-1,1,-1,-1,-1,30306,24718,5588,2021/01/08,18.44,19.8,5,2022/02/28,2022/02/28
254,254,2021/01/09 06:00:00+00,21.19,19.9,5,-1,1,-1,-1,-1,19107,15059,4048,2021/01/09,21.19,19.9,5,2022/02/28,2022/02/28
255,255,2021/01/10 06:00:00+00,20.51,19.8,5,-1,1,-1,-1,-1,8436,6706,1730,2021/01/10,20.51,19.8,5,2022/02/28,2022/02/28
256,256,2021/01/11 06:00:00+00,17.96,19.6,5,-1,1,-1,-1,-1,31239,25627,5612,2021/01/11,17.96,19.6,5,2022/02/28,2022/02/28
257,257,2021/01/12 06:00:00+00,17.7,19.3,5,-1,1,-1,-1,-1,31147,25634,5513,2021/01/12,17.7,19.3,5,2022/02/28,2022/02/28
258,258,2021/01/13 06:00:00+00,17.52,19.2,5,-1,1,-1,-1,-1,30187,24898,5289,2021/01/13,17.52,19.2,5,2022/02/28,2022/02/28
259,259,2021/01/14 06:00:00+00,16.77,19,5,-1,1,-1,-1,-1,30263,25187,5076,2021/01/14,16.77,19,5,2022/02/28,2022/02/28
260,260,2021/01/15 06:00:00+00,17.49,18.9,5,-1,1,-1,-1,-1,28685,23667,5018,2021/01/15,17.49,18.9,5,2022/02/28,2022/02/28
261,261,2021/01/16 06:00:00+00,19.8,18.7,5,-1,1,-1,-1,-1,17462,14005,3457,2021/01/16,19.8,18.7,5,2022/02/28,2022/02/28
262,262,2021/01/17 06:00:00+00,19.5,18.6,5,-1,1,-1,-1,-1,10201,8212,1989,2021/01/17,19.5,18.6,5,2022/02/28,2022/02/28
263,263,2021/01/18 06:00:00+00,16.45,18.4,5,-1,1,-1,-1,-1,23015,19229,3786,2021/01/18,16.45,18.4,5,2022/02/28,2022/02/28
264,264,2021/01/19 06:00:00+00,15.98,18.1,5,-1,1,-1,-1,-1,30472,25603,4869,2021/01/19,15.98,18.1,5,2022/02/28,2022/02/28
265,265,2021/01/20 06:00:00+00,16.78,17.8,5,-1,1,-1,-1,-1,27687,23040,4647,2021/01/20,16.78,17.8,5,2022/02/28,2022/02/28
266,266,2021/01/21 06:00:00+00,16.2,17.7,5,-1,1,-1,-1,-1,28958,24268,4690,2021/01/21,16.2,17.7,5,2022/02/28,2022/02/28
267,267,2021/01/22 06:00:00+00,16.44,17.5,5,-1,1,-1,-1,-1,26981,22545,4436,2021/01/22,16.44,17.5,5,2022/02/28,2022/02/28
268,268,2021/01/23 06:00:00+00,19.51,17.4,5,-1,1,-1,-1,-1,15978,12860,3118,2021/01/23,19.51,17.4,5,2022/02/28,2022/02/28
269,269,2021/01/24 06:00:00+00,21.36,17.4,5,-1,1,-1,-1,-1,9292,7307,1985,2021/01/24,21.36,17.4,5,2022/02/28,2022/02/28
270,270,2021/01/25 06:00:00+00,15.71,17.2,5,-1,1,-1,-1,-1,26726,22528,4198,2021/01/25,15.71,17.2,5,2022/02/28,2022/02/28
271,271,2021/01/26 06:00:00+00,15.38,17,5,-1,1,-1,-1,-1,26329,22279,4050,2021/01/26,15.38,17,5,2022/02/28,2022/02/28
272,272,2021/01/27 06:00:00+00,15.19,16.9,5,-1,1,-1,-1,-1,23495,19925,3570,2021/01/27,15.19,16.9,5,2022/02/28,2022/02/28
273,273,2021/01/28 06:00:00+00,13.87,16.6,5,-1,1,-1,-1,-1,26118,22496,3622,2021/01/28,13.87,16.6,5,2022/02/28,2022/02/28
274,274,2021/01/29 06:00:00+00,14.61,16.4,5,-1,1,-1,-1,-1,24097,20577,3520,2021/01/29,14.61,16.4,5,2022/02/28,2022/02/28
275,275,2021/01/30 06:00:00+00,18.51,16.3,5,-1,1,-1,-1,-1,12763,10401,2362,2021/01/30,18.51,16.3,5,2022/02/28,2022/02/28
276,276,2021/01/31 06:00:00+00,18.31,16.2,5,-1,1,-1,-1,-1,8054,6579,1475,2021/01/31,18.31,16.2,5,2022/02/28,2022/02/28
277,277,2021/02/01 06:00:00+00,13.09,16,5,-1,1,-1,-1,-1,23700,20597,3103,2021/02/01,13.09,16,5,2022/02/28,2022/02/28
278,278,2021/02/02 06:00:00+00,12.6,15.7,5,-1,1,-1,-1,-1,24134,21094,3040,2021/02/02,12.6,15.7,5,2022/02/28,2022/02/28
279,279,2021/02/03 06:00:00+00,12.93,15.4,5,-1,1,-1,-1,-1,21990,19146,2844,2021/02/03,12.93,15.4,5,2022/02/28,2022/02/28
280,280,2021/02/04 06:00:00+00,11.85,15,5,-1,1,-1,-1,-1,24496,21593,2903,2021/02/04,11.85,15,5,2022/02/28,2022/02/28
281,281,2021/02/05 06:00:00+00,11.01,14.6,5,-1,1,-1,-1,-1,20968,18660,2308,2021/02/05,11.01,14.6,5,2022/02/28,2022/02/28
282,282,2021/02/06 06:00:00+00,16.19,14.4,5,-1,1,-1,-1,-1,13376,11211,2165,2021/02/06,16.19,14.4,5,2022/02/28,2022/02/28
283,283,2021/02/07 06:00:00+00,14.25,14.2,5,-1,1,-1,-1,-1,8369,7176,1193,2021/02/07,14.25,14.2,5,2022/02/28,2022/02/28
284,284,2021/02/08 06:00:00+00,11.18,13.8,5,-1,1,-1,-1,-1,24558,21813,2745,2021/02/08,11.18,13.8,5,2022/02/28,2022/02/28
285,285,2021/02/09 06:00:00+00,10.35,13.3,5,-1,1,-1,-1,-1,23184,20785,2399,2021/02/09,10.35,13.3,5,2022/02/28,2022/02/28
286,286,2021/02/10 06:00:00+00,11.26,13,5,-1,1,-1,-1,-1,21218,18829,2389,2021/02/10,11.26,13,5,2022/02/28,2022/02/28
287,287,2021/02/11 06:00:00+00,10.94,12.8,5,-1,1,-1,-1,-1,19069,16982,2087,2021/02/11,10.94,12.8,5,2022/02/28,2022/02/28
288,288,2021/02/12 06:00:00+00,12.09,12.6,5,-1,1,-1,-1,-1,16736,14713,2023,2021/02/12,12.09,12.6,5,2022/02/28,2022/02/28
289,289,2021/02/13 06:00:00+00,16,12.4,5,-1,1,-1,-1,-1,8092,6797,1295,2021/02/13,16,12.4,5,2022/02/28,2022/02/28
290,290,2021/02/14 06:00:00+00,14.77,12.2,5,-1,1,-1,-1,-1,3493,2977,516,2021/02/14,14.77,12.2,5,2022/02/28,2022/02/28
291,291,2021/02/15 06:00:00+00,11.49,12.1,5,-1,1,-1,-1,-1,1140,1009,131,2021/02/15,11.49,12.1,5,2022/02/28,2022/02/28
292,292,2021/02/16 06:00:00+00,7.72,12.1,5,-1,-1,-1,1,-1,1994,1840,154,2021/02/16,7.72,12.1,5,2022/02/28,2022/02/28
293,293,2021/02/17 06:00:00+00,8.52,11.9,5,-1,-1,1,-1,-1,2607,2385,222,2021/02/17,8.52,11.9,5,2022/02/28,2022/02/28
294,294,2021/02/18 06:00:00+00,12.23,11.9,5,-1,1,-1,-1,-1,5512,4838,674,2021/02/18,12.23,11.9,5,2022/02/28,2022/02/28
295,295,2021/02/19 06:00:00+00,15.79,12.3,5,-1,1,-1,-1,-1,10581,8910,1671,2021/02/19,15.79,12.3,5,2022/02/28,2022/02/28
296,296,2021/02/20 06:00:00+00,17.93,12.1,5,-1,1,-1,-1,-1,4992,4097,895,2021/02/20,17.93,12.1,5,2022/02/28,2022/02/28
297,297,2021/02/21 06:00:00+00,17.3,12.2,5,-1,1,-1,-1,-1,5832,4823,1009,2021/02/21,17.3,12.2,5,2022/02/28,2022/02/28
298,298,2021/02/22 06:00:00+00,11.41,12.3,5,-1,1,-1,-1,-1,16535,14649,1886,2021/02/22,11.41,12.3,5,2022/02/28,2022/02/28
299,299,2021/02/23 06:00:00+00,11.23,12.5,5,-1,1,-1,-1,-1,16399,14557,1842,2021/02/23,11.23,12.5,5,2022/02/28,2022/02/28
300,300,2021/02/24 06:00:00+00,10.54,12.5,5,-1,1,-1,-1,-1,14713,13162,1551,2021/02/24,10.54,12.5,5,2022/02/28,2022/02/28
301,301,2021/02/25 06:00:00+00,9.25,12.3,5,-1,-1,1,-1,-1,16476,14952,1524,2021/02/25,9.25,12.3,5,2022/02/28,2022/02/28
302,302,2021/02/26 06:00:00+00,9.25,12,5,-1,-1,1,-1,-1,14578,13230,1348,2021/02/26,9.25,12,5,2022/02/28,2022/02/28
303,303,2021/02/27 06:00:00+00,14.18,11.8,5,-1,1,-1,-1,-1,7279,6247,1032,2021/02/27,14.18,11.8,5,2022/02/28,2022/02/28
304,304,2021/02/28 06:00:00+00,14.16,11.9,5,-1,1,-1,-1,-1,5312,4560,752,2021/02/28,14.16,11.9,5,2022/02/28,2022/02/28
305,305,2021/03/01 06:00:00+00,8.94,11.5,5,-1,-1,1,-1,-1,16288,14832,1456,2021/03/01,8.94,11.5,5,2022/02/28,2022/02/28
306,306,2021/03/02 06:00:00+00,8.43,11.2,5,-1,-1,1,-1,-1,15759,14430,1329,2021/03/02,8.43,11.2,5,2022/02/28,2022/02/28
307,307,2021/03/03 06:00:00+00,8.07,11,5,-1,-1,1,-1,-1,15003,13792,1211,2021/03/03,8.07,11,5,2022/02/28,2022/02/28
308,308,2021/03/04 06:00:00+00,7.86,10.7,5,-1,-1,-1,1,-1,16725,15411,1314,2021/03/04,7.86,10.7,5,2022/02/28,2022/02/28
309,309,2021/03/05 06:00:00+00,8.74,10.2,5,-1,-1,1,-1,-1,15905,14515,1390,2021/03/05,8.74,10.2,5,2022/02/28,2022/02/28
310,310,2021/03/06 06:00:00+00,12.46,10.1,5,-1,1,-1,-1,-1,7111,6225,886,2021/03/06,12.46,10.1,5,2022/02/28,2022/02/28
311,311,2021/03/07 06:00:00+00,13.11,9.9,5,-1,1,-1,-1,-1,5636,4897,739,2021/03/07,13.11,9.9,5,2022/02/28,2022/02/28
312,312,2021/03/08 06:00:00+00,7.66,9.6,5,-1,-1,-1,1,-1,17698,16342,1356,2021/03/08,7.66,9.6,5,2022/02/28,2022/02/28
313,313,2021/03/09 06:00:00+00,7.4,9.2,5,-1,-1,-1,1,-1,16715,15478,1237,2021/03/09,7.4,9.2,5,2022/02/28,2022/02/28
314,314,2021/03/10 06:00:00+00,8.01,9,5,-1,-1,1,-1,-1,16148,14855,1293,2021/03/10,8.01,9,5,2022/02/28,2022/02/28
315,315,2021/03/11 06:00:00+00,6.87,8.8,5,-1,-1,-1,1,-1,16775,15623,1152,2021/03/11,6.87,8.8,5,2022/02/28,2022/02/28
316,316,2021/03/12 06:00:00+00,8.51,8.8,5,-1,-1,1,-1,-1,14294,13077,1217,2021/03/12,8.51,8.8,5,2022/02/28,2022/02/28
317,317,2021/03/13 06:00:00+00,12.75,8.7,5,-1,1,-1,-1,-1,6690,5837,853,2021/03/13,12.75,8.7,5,2022/02/28,2022/02/28
318,318,2021/03/14 06:00:00+00,12.08,8.6,5,-1,1,-1,-1,-1,4717,4147,570,2021/03/14,12.08,8.6,5,2022/02/28,2022/02/28
319,319,2021/03/15 06:00:00+00,7.68,8.5,5,-1,-1,-1,1,-1,15838,14622,1216,2021/03/15,7.68,8.5,5,2022/02/28,2022/02/28
320,320,2021/03/16 06:00:00+00,7.77,8.5,5,-1,-1,-1,1,-1,13135,12114,1021,2021/03/16,7.77,8.5,5,2022/02/28,2022/02/28
321,321,2021/03/17 06:00:00+00,7.91,8.5,5,-1,-1,-1,1,-1,12510,11521,989,2021/03/17,7.91,8.5,5,2022/02/28,2022/02/28
322,322,2021/03/18 06:00:00+00,7.81,8.5,5,-1,-1,-1,1,-1,13007,11991,1016,2021/03/18,7.81,8.5,5,2022/02/28,2022/02/28
323,323,2021/03/19 06:00:00+00,7.72,8.4,5,-1,-1,-1,1,-1,12676,11698,978,2021/03/19,7.72,8.4,5,2022/02/28,2022/02/28
324,324,2021/03/20 06:00:00+00,12.49,8.4,5,-1,1,-1,-1,-1,6069,5311,758,2021/03/20,12.49,8.4,5,2022/02/28,2022/02/28
325,325,2021/03/21 06:00:00+00,11.08,8.3,5,-1,1,-1,-1,-1,5540,4926,614,2021/03/21,11.08,8.3,5,2022/02/28,2022/02/28
326,326,2021/03/22 06:00:00+00,6.88,8.2,5,-1,-1,-1,1,-1,17152,15972,1180,2021/03/22,6.88,8.2,5,2022/02/28,2022/02/28
327,327,2021/03/23 06:00:00+00,7.45,8.2,5,-1,-1,-1,1,-1,14788,13686,1102,2021/03/23,7.45,8.2,5,2022/02/28,2022/02/28
328,328,2021/03/24 06:00:00+00,8.21,8.3,5,-1,-1,1,-1,-1,12851,11796,1055,2021/03/24,8.21,8.3,5,2022/02/28,2022/02/28
329,329,2021/03/25 06:00:00+00,8.37,8.4,5,-1,-1,1,-1,-1,14103,12922,1181,2021/03/25,8.37,8.4,5,2022/02/28,2022/02/28
330,330,2021/03/26 06:00:00+00,8.46,8.4,5,-1,-1,1,-1,-1,11190,10243,947,2021/03/26,8.46,8.4,5,2022/02/28,2022/02/28
331,331,2021/03/27 06:00:00+00,12.53,8.4,5,-1,1,-1,-1,-1,5636,4930,706,2021/03/27,12.53,8.4,5,2022/02/28,2022/02/28
332,332,2021/03/28 06:00:00+00,13.11,8.4,5,-1,1,-1,-1,-1,4751,4128,623,2021/03/28,13.11,8.4,5,2022/02/28,2022/02/28
333,333,2021/03/29 06:00:00+00,8.37,8.5,5,-1,-1,1,-1,-1,13824,12667,1157,2021/03/29,8.37,8.5,5,2022/02/28,2022/02/28
334,334,2021/03/30 06:00:00+00,8.57,8.5,5,-1,-1,1,-1,-1,12884,11780,1104,2021/03/30,8.57,8.5,5,2022/02/28,2022/02/28
335,335,2021/03/31 06:00:00+00,7.69,8.5,5,-1,-1,-1,1,-1,13080,12074,1006,2021/03/31,7.69,8.5,5,2022/02/28,2022/02/28
336,336,2021/04/01 06:00:00+00,8.16,8.6,5,-1,-1,1,-1,-1,13415,12320,1095,2021/04/01,8.16,8.6,5,2022/02/28,2022/02/28
337,337,2021/04/02 06:00:00+00,9.1,8.7,5,-1,-1,1,-1,-1,10286,9350,936,2021/04/02,9.1,8.7,5,2022/02/28,2022/02/28
338,338,2021/04/03 06:00:00+00,12.2,8.6,5,-1,1,-1,-1,-1,5933,5209,724,2021/04/03,12.2,8.6,5,2022/02/28,2022/02/28
339,339,2021/04/04 06:00:00+00,11.02,8.6,5,-1,1,-1,-1,-1,3211,2857,354,2021/04/04,11.02,8.6,5,2022/02/28,2022/02/28
340,340,2021/04/05 06:00:00+00,7.45,8.7,5,-1,-1,-1,1,-1,15877,14694,1183,2021/04/05,7.45,8.7,5,2022/02/28,2022/02/28
341,341,2021/04/06 06:00:00+00,7.04,8.6,5,-1,-1,-1,1,-1,15126,14061,1065,2021/04/06,7.04,8.6,5,2022/02/28,2022/02/28
342,342,2021/04/07 06:00:00+00,7.01,8.5,5,-1,-1,-1,1,-1,15104,14045,1059,2021/04/07,7.01,8.5,5,2022/02/28,2022/02/28
343,343,2021/04/08 06:00:00+00,7.62,8.4,5,-1,-1,-1,1,-1,14193,13111,1082,2021/04/08,7.62,8.4,5,2022/02/28,2022/02/28
344,344,2021/04/09 06:00:00+00,8.33,8.4,5,-1,-1,1,-1,-1,12520,11477,1043,2021/04/09,8.33,8.4,5,2022/02/28,2022/02/28
345,345,2021/04/10 06:00:00+00,13.38,8.5,5,-1,1,-1,-1,-1,6370,5518,852,2021/04/10,13.38,8.5,5,2022/02/28,2022/02/28
346,346,2021/04/11 06:00:00+00,11.98,8.5,5,-1,1,-1,-1,-1,4943,4351,592,2021/04/11,11.98,8.5,5,2022/02/28,2022/02/28
347,347,2021/04/12 06:00:00+00,7.7,8.4,5,-1,-1,-1,1,-1,15694,14486,1208,2021/04/12,7.7,8.4,5,2022/02/28,2022/02/28
348,348,2021/04/13 06:00:00+00,6.89,8.2,5,-1,-1,-1,1,-1,14715,13701,1014,2021/04/13,6.89,8.2,5,2022/02/28,2022/02/28
349,349,2021/04/14 06:00:00+00,7.33,8.2,5,-1,-1,-1,1,-1,13596,12599,997,2021/04/14,7.33,8.2,5,2022/02/28,2022/02/28
350,350,2021/04/15 06:00:00+00,8.05,8.2,5,-1,-1,1,-1,-1,12481,11476,1005,2021/04/15,8.05,8.2,5,2022/02/28,2022/02/28
351,351,2021/04/16 06:00:00+00,8.52,8.2,5,-1,-1,1,-1,-1,11875,10863,1012,2021/04/16,8.52,8.2,5,2022/02/28,2022/02/28
352,352,2021/04/17 06:00:00+00,11.69,8.1,5,-1,1,-1,-1,-1,5484,4843,641,2021/04/17,11.69,8.1,5,2022/02/28,2022/02/28
353,353,2021/04/18 06:00:00+00,10.55,8.2,5,-1,1,-1,-1,-1,5310,4750,560,2021/04/18,10.55,8.2,5,2022/02/28,2022/02/28
354,354,2021/04/19 06:00:00+00,6.98,8.1,5,-1,-1,-1,1,-1,14723,13695,1028,2021/04/19,6.98,8.1,5,2022/02/28,2022/02/28
355,355,2021/04/20 06:00:00+00,6.9,8.1,5,-1,-1,-1,1,-1,13472,12543,929,2021/04/20,6.9,8.1,5,2022/02/28,2022/02/28
356,356,2021/04/21 06:00:00+00,7.38,8.2,5,-1,-1,-1,1,-1,13597,12594,1003,2021/04/21,7.38,8.2,5,2022/02/28,2022/02/28
357,357,2021/04/22 06:00:00+00,7.57,8.2,5,-1,-1,-1,1,-1,12287,11357,930,2021/04/22,7.57,8.2,5,2022/02/28,2022/02/28
358,358,2021/04/23 06:00:00+00,7.71,8.1,5,-1,-1,-1,1,-1,11601,10707,894,2021/04/23,7.71,8.1,5,2022/02/28,2022/02/28
359,359,2021/04/24 06:00:00+00,11.33,8,5,-1,1,-1,-1,-1,5888,5221,667,2021/04/24,11.33,8,5,2022/02/28,2022/02/28
360,360,2021/04/25 06:00:00+00,10.75,8,5,-1,1,-1,-1,-1,4409,3935,474,2021/04/25,10.75,8,5,2022/02/28,2022/02/28
361,361,2021/04/26 06:00:00+00,6.76,7.9,5,-1,-1,-1,1,-1,14213,13252,961,2021/04/26,6.76,7.9,5,2022/02/28,2022/02/28
362,362,2021/04/27 06:00:00+00,6.5,7.9,5,-1,-1,-1,1,-1,13286,12422,864,2021/04/27,6.5,7.9,5,2022/02/28,2022/02/28
363,363,2021/04/28 06:00:00+00,6.9,7.8,5,-1,-1,-1,1,-1,12194,11353,841,2021/04/28,6.9,7.8,5,2022/02/28,2022/02/28
364,364,2021/04/29 06:00:00+00,6.72,7.7,5,-1,-1,-1,1,-1,11420,10653,767,2021/04/29,6.72,7.7,5,2022/02/28,2022/02/28
365,365,2021/04/30 06:00:00+00,7.72,7.7,5,-1,-1,-1,1,-1,9239,8526,713,2021/04/30,7.72,7.7,5,2022/02/28,2022/02/28
366,366,2021/05/01 06:00:00+00,9.02,7.6,5,-1,-1,1,-1,-1,5390,4904,486,2021/05/01,9.02,7.6,5,2022/02/28,2022/02/28
367,367,2021/05/02 06:00:00+00,9.42,7.5,5,-1,-1,1,-1,-1,4684,4243,441,2021/05/02,9.42,7.5,5,2022/02/28,2022/02/28
368,368,2021/05/03 06:00:00+00,5.56,7.4,5,-1,-1,-1,1,-1,11791,11135,656,2021/05/03,5.56,7.4,5,2022/02/28,2022/02/28
369,369,2021/05/04 06:00:00+00,5.89,7.3,5,-1,-1,-1,1,-1,11459,10784,675,2021/05/04,5.89,7.3,5,2022/02/28,2022/02/28
370,370,2021/05/05 06:00:00+00,5.86,7.2,5,-1,-1,-1,1,-1,9714,9145,569,2021/05/05,5.86,7.2,5,2022/02/28,2022/02/28
371,371,2021/05/06 06:00:00+00,6.69,7.2,5,-1,-1,-1,1,-1,9045,8440,605,2021/05/06,6.69,7.2,5,2022/02/28,2022/02/28
372,372,2021/05/07 06:00:00+00,5.88,7,5,-1,-1,-1,1,-1,8780,8264,516,2021/05/07,5.88,7,5,2022/02/28,2022/02/28
373,373,2021/05/08 06:00:00+00,8.07,6.9,5,-1,-1,1,-1,-1,4646,4271,375,2021/05/08,8.07,6.9,5,2022/02/28,2022/02/28
374,374,2021/05/09 06:00:00+00,7.37,6.7,5,-1,-1,-1,1,-1,3826,3544,282,2021/05/09,7.37,6.7,5,2022/02/28,2022/02/28
375,375,2021/05/10 06:00:00+00,4.83,6.6,5,-1,-1,-1,-1,1,11747,11180,567,2021/05/10,4.83,6.6,5,2022/02/28,2022/02/28
376,376,2021/05/11 06:00:00+00,5.05,6.5,5,-1,-1,-1,1,-1,10000,9495,505,2021/05/11,5.05,6.5,5,2022/02/28,2022/02/28
377,377,2021/05/12 06:00:00+00,4.73,6.3,5,-1,-1,-1,-1,1,9886,9418,468,2021/05/12,4.73,6.3,5,2022/02/28,2022/02/28
378,378,2021/05/13 06:00:00+00,4.77,6.1,5,-1,-1,-1,-1,1,10111,9629,482,2021/05/13,4.77,6.1,5,2022/02/28,2022/02/28
379,379,2021/05/14 06:00:00+00,5.41,5.9,5,-1,-1,-1,1,-1,9152,8657,495,2021/05/14,5.41,5.9,5,2022/02/28,2022/02/28
380,380,2021/05/15 06:00:00+00,6.43,5.8,5,-1,-1,-1,1,-1,5083,4756,327,2021/05/15,6.43,5.8,5,2022/02/28,2022/02/28
381,381,2021/05/16 06:00:00+00,5.45,5.7,5,-1,-1,-1,1,-1,3983,3766,217,2021/05/16,5.45,5.7,5,2022/02/28,2022/02/28
382,382,2021/05/17 06:00:00+00,3.93,5.5,5,-1,-1,-1,-1,1,11205,10765,440,2021/05/17,3.93,5.5,5,2022/02/28,2022/02/28
383,383,2021/05/18 06:00:00+00,4.32,5.4,5,-1,-1,-1,-1,1,9472,9063,409,2021/05/18,4.32,5.4,5,2022/02/28,2022/02/28
384,384,2021/05/19 06:00:00+00,4.14,5.2,5,-1,-1,-1,-1,1,8572,8217,355,2021/05/19,4.14,5.2,5,2022/02/28,2022/02/28
385,385,2021/05/20 06:00:00+00,5.52,5.1,5,-1,-1,-1,1,-1,8594,8120,474,2021/05/20,5.52,5.1,5,2022/02/28,2022/02/28
386,386,2021/05/21 06:00:00+00,4.45,5,5,-1,-1,-1,-1,1,9342,8926,416,2021/05/21,4.45,5,5,2022/02/28,2022/02/28
387,387,2021/05/22 06:00:00+00,5.11,4.9,5,-1,-1,-1,1,-1,5104,4843,261,2021/05/22,5.11,4.9,5,2022/02/28,2022/02/28
388,388,2021/05/23 06:00:00+00,5.98,4.9,5,-1,-1,-1,1,-1,3663,3444,219,2021/05/23,5.98,4.9,5,2022/02/28,2022/02/28
389,389,2021/05/24 06:00:00+00,3.47,4.7,5,-1,-1,-1,-1,1,10196,9842,354,2021/05/24,3.47,4.7,5,2022/02/28,2022/02/28
390,390,2021/05/25 06:00:00+00,4.04,4.7,5,-1,-1,-1,-1,1,9558,9172,386,2021/05/25,4.04,4.7,5,2022/02/28,2022/02/28
391,391,2021/05/26 06:00:00+00,5.08,4.7,5,-1,-1,-1,1,-1,7796,7400,396,2021/05/26,5.08,4.7,5,2022/02/28,2022/02/28
392,392,2021/05/27 06:00:00+00,4.45,4.7,5,-1,-1,-1,-1,1,7666,7325,341,2021/05/27,4.45,4.7,5,2022/02/28,2022/02/28
393,393,2021/05/28 06:00:00+00,3.51,4.5,5,-1,-1,-1,-1,1,9175,8853,322,2021/05/28,3.51,4.5,5,2022/02/28,2022/02/28
394,394,2021/05/29 06:00:00+00,3.61,4.4,5,-1,-1,-1,-1,1,6505,6270,235,2021/05/29,3.61,4.4,5,2022/02/28,2022/02/28
395,395,2021/05/30 06:00:00+00,3.17,4.3,5,-1,-1,-1,-1,1,5675,5495,180,2021/05/30,3.17,4.3,5,2022/02/28,2022/02/28
396,396,2021/05/31 06:00:00+00,3.57,4.3,5,-1,-1,-1,-1,1,3582,3454,128,2021/05/31,3.57,4.3,5,2022/02/28,2022/02/28
397,397,2021/06/01 06:00:00+00,3.57,4.2,5,-1,-1,-1,-1,1,11622,11207,415,2021/06/01,3.57,4.2,5,2022/02/28,2022/02/28
398,398,2021/06/02 06:00:00+00,3.51,4.1,5,-1,-1,-1,-1,1,10104,9749,355,2021/06/02,3.51,4.1,5,2022/02/28,2022/02/28
399,399,2021/06/03 06:00:00+00,3.11,3.9,5,-1,-1,-1,-1,1,9172,8887,285,2021/06/03,3.11,3.9,5,2022/02/28,2022/02/28
400,400,2021/06/04 06:00:00+00,3.9,3.9,5,-1,-1,-1,-1,1,8510,8178,332,2021/06/04,3.9,3.9,5,2022/02/28,2022/02/28
401,401,2021/06/05 06:00:00+00,2.93,3.8,5,-1,-1,-1,-1,1,6631,6437,194,2021/06/05,2.93,3.8,5,2022/02/28,2022/02/28
402,402,2021/06/06 06:00:00+00,4.27,3.7,5,-1,-1,-1,-1,1,4194,4015,179,2021/06/06,4.27,3.7,5,2022/02/28,2022/02/28
403,403,2021/06/07 06:00:00+00,2.22,3.6,5,-1,-1,-1,-1,1,12127,11858,269,2021/06/07,2.22,3.6,5,2022/02/28,2022/02/28
404,404,2021/06/08 06:00:00+00,2.63,3.4,5,-1,-1,-1,-1,1,10668,10387,281,2021/06/08,2.63,3.4,5,2022/02/28,2022/02/28
405,405,2021/06/09 06:00:00+00,3.09,3.3,5,-1,-1,-1,-1,1,8838,8565,273,2021/06/09,3.09,3.3,5,2022/02/28,2022/02/28
406,406,2021/06/10 06:00:00+00,3.68,3.3,5,-1,-1,-1,-1,1,8746,8424,322,2021/06/10,3.68,3.3,5,2022/02/28,2022/02/28
407,407,2021/06/11 06:00:00+00,2.54,3.2,5,-1,-1,-1,-1,1,9474,9233,241,2021/06/11,2.54,3.2,5,2022/02/28,2022/02/28
408,408,2021/06/12 06:00:00+00,4.01,3.2,5,-1,-1,-1,-1,1,5112,4907,205,2021/06/12,4.01,3.2,5,2022/02/28,2022/02/28
409,409,2021/06/13 06:00:00+00,3.34,3.2,5,-1,-1,-1,-1,1,4281,4138,143,2021/06/13,3.34,3.2,5,2022/02/28,2022/02/28
410,410,2021/06/14 06:00:00+00,2.5,3.1,5,-1,-1,-1,-1,1,10767,10498,269,2021/06/14,2.5,3.1,5,2022/02/28,2022/02/28
411,411,2021/06/15 06:00:00+00,2.82,3.1,5,-1,-1,-1,-1,1,9267,9006,261,2021/06/15,2.82,3.1,5,2022/02/28,2022/02/28
412,412,2021/06/16 06:00:00+00,2.82,3,5,-1,-1,-1,-1,1,8699,8454,245,2021/06/16,2.82,3,5,2022/02/28,2022/02/28
413,413,2021/06/17 06:00:00+00,2.57,3,5,-1,-1,-1,-1,1,8898,8669,229,2021/06/17,2.57,3,5,2022/02/28,2022/02/28
414,414,2021/06/18 06:00:00+00,2.8,2.9,5,-1,-1,-1,-1,1,8985,8733,252,2021/06/18,2.8,2.9,5,2022/02/28,2022/02/28
415,415,2021/06/19 06:00:00+00,3.64,2.9,5,-1,-1,-1,-1,1,4975,4794,181,2021/06/19,3.64,2.9,5,2022/02/28,2022/02/28
416,416,2021/06/20 06:00:00+00,4.1,2.9,5,-1,-1,-1,-1,1,4195,4023,172,2021/06/20,4.1,2.9,5,2022/02/28,2022/02/28
417,417,2021/06/21 06:00:00+00,3.39,3,5,-1,-1,-1,-1,1,7866,7599,267,2021/06/21,3.39,3,5,2022/02/28,2022/02/28
418,418,2021/06/22 06:00:00+00,3.02,3.1,5,-1,-1,-1,-1,1,7958,7718,240,2021/06/22,3.02,3.1,5,2022/02/28,2022/02/28
419,419,2021/06/23 06:00:00+00,4.55,3.1,5,-1,-1,-1,-1,1,6446,6153,293,2021/06/23,4.55,3.1,5,2022/02/28,2022/02/28
