OBJECTID,id,Date,Positive_Pct,Postive_Pct_14dayAvg,Threshold_5PCT,Status,Red_Status,Orange_Status,Yellow_Status,Green_Status,Total,Negative,Positive,Date_Str,Positive_Pct_Str,Postive_Pct_14dayAvg_Str,Threshold_5PCT_Str,Date_Updated,today
588,588,2021/12/09 06:00:00+00,6.29,5.1,5,-1,-1,-1,1,-1,15470,14497,973,2021/12/09,6.29,5.1,5,2022/02/28,2022/02/28
589,589,2021/12/10 06:00:00+00,7.49,5.3,5,-1,-1,-1,1,-1,16291,15070,1221,2021/12/10,7.49,5.3,5,2022/02/28,2022/02/28
590,590,2021/12/11 06:00:00+00,10.11,5.5,5,-1,1,-1,-1,-1,9808,8816,992,2021/12/11,10.11,5.5,5,2022/02/28,2022/02/28
591,591,2021/12/12 06:00:00+00,11.82,5.8,5,-1,1,-1,-1,-1,7710,6799,911,2021/12/12,11.82,5.8,5,2022/02/28,2022/02/28
592,592,2021/12/13 06:00:00+00,10.41,6.4,5,-1,1,-1,-1,-1,18058,16179,1879,2021/12/13,10.41,6.4,5,2022/02/28,2022/02/28
593,593,2021/12/14 06:00:00+00,12.58,7.2,5,-1,1,-1,-1,-1,20053,17530,2523,2021/12/14,12.58,7.2,5,2022/02/28,2022/02/28
594,594,2021/12/15 06:00:00+00,17.59,8.6,5,-1,1,-1,-1,-1,23022,18972,4050,2021/12/15,17.59,8.6,5,2022/02/28,2022/02/28
595,595,2021/12/16 06:00:00+00,19.54,10.3,5,-1,1,-1,-1,-1,25411,20445,4966,2021/12/16,19.54,10.3,5,2022/02/28,2022/02/28
596,596,2021/12/17 06:00:00+00,19.15,11.7,5,-1,1,-1,-1,-1,28577,23104,5473,2021/12/17,19.15,11.7,5,2022/02/28,2022/02/28
597,597,2021/12/18 06:00:00+00,21.05,12.7,5,-1,1,-1,-1,-1,18743,14797,3946,2021/12/18,21.05,12.7,5,2022/02/28,2022/02/28
598,598,2021/12/19 06:00:00+00,25.61,13.7,5,-1,1,-1,-1,-1,17100,12721,4379,2021/12/19,25.61,13.7,5,2022/02/28,2022/02/28
599,599,2021/12/20 06:00:00+00,25.44,15.7,5,-1,1,-1,-1,-1,34545,25758,8787,2021/12/20,25.44,15.7,5,2022/02/28,2022/02/28
600,600,2021/12/21 06:00:00+00,26.57,17.8,5,-1,1,-1,-1,-1,41871,30747,11124,2021/12/21,26.57,17.8,5,2022/02/28,2022/02/28
601,601,2021/12/22 06:00:00+00,28.54,20,5,-1,1,-1,-1,-1,48001,34301,13700,2021/12/22,28.54,20,5,2022/02/28,2022/02/28
602,602,2021/12/23 06:00:00+00,29.76,21.9,5,-1,1,-1,-1,-1,47999,33713,14286,2021/12/23,29.76,21.9,5,2022/02/28,2022/02/28
603,603,2021/12/24 06:00:00+00,29.28,23,5,-1,1,-1,-1,-1,20330,14377,5953,2021/12/24,29.28,23,5,2022/02/28,2022/02/28
604,604,2021/12/25 06:00:00+00,35.31,23.5,5,-1,1,-1,-1,-1,4764,3082,1682,2021/12/25,35.31,23.5,5,2022/02/28,2022/02/28
605,605,2021/12/26 06:00:00+00,38.8,24.7,5,-1,1,-1,-1,-1,24236,14832,9404,2021/12/26,38.8,24.7,5,2022/02/28,2022/02/28
606,606,2021/12/27 06:00:00+00,37.23,26.9,5,-1,1,-1,-1,-1,47827,30022,17805,2021/12/27,37.23,26.9,5,2022/02/28,2022/02/28
607,607,2021/12/28 06:00:00+00,42.39,29.3,5,-1,1,-1,-1,-1,48493,27937,20556,2021/12/28,42.39,29.3,5,2022/02/28,2022/02/28
608,608,2021/12/29 06:00:00+00,39.83,31,5,-1,1,-1,-1,-1,49966,30065,19901,2021/12/29,39.83,31,5,2022/02/28,2022/02/28
609,609,2021/12/30 06:00:00+00,38.82,32.4,5,-1,1,-1,-1,-1,49393,30218,19175,2021/12/30,38.82,32.4,5,2022/02/28,2022/02/28
610,610,2021/12/31 06:00:00+00,37.99,33.5,5,-1,1,-1,-1,-1,24493,15189,9304,2021/12/31,37.99,33.5,5,2022/02/28,2022/02/28
611,611,2022/01/01 06:00:00+00,37.13,34,5,-1,1,-1,-1,-1,7194,4523,2671,2022/01/01,37.13,34,5,2022/02/28,2022/02/28
612,612,2022/01/02 06:00:00+00,42.15,34.8,5,-1,1,-1,-1,-1,24379,14103,10276,2022/01/02,42.15,34.8,5,2022/02/28,2022/02/28
613,613,2022/01/03 06:00:00+00,37.39,35.7,5,-1,1,-1,-1,-1,45004,28179,16825,2022/01/03,37.39,35.7,5,2022/02/28,2022/02/28
614,614,2022/01/04 06:00:00+00,34.05,36.3,5,-1,1,-1,-1,-1,53637,35372,18265,2022/01/04,34.05,36.3,5,2022/02/28,2022/02/28
615,615,2022/01/05 06:00:00+00,34.08,36.8,5,-1,1,-1,-1,-1,51890,34207,17683,2022/01/05,34.08,36.8,5,2022/02/28,2022/02/28
616,616,2022/01/06 06:00:00+00,31.92,37,5,-1,1,-1,-1,-1,43242,29437,13805,2022/01/06,31.92,37,5,2022/02/28,2022/02/28
617,617,2022/01/07 06:00:00+00,29.6,36.7,5,-1,1,-1,-1,-1,44910,31618,13292,2022/01/07,29.6,36.7,5,2022/02/28,2022/02/28
618,618,2022/01/08 06:00:00+00,33.66,36.6,5,-1,1,-1,-1,-1,22751,15092,7659,2022/01/08,33.66,36.6,5,2022/02/28,2022/02/28
619,619,2022/01/09 06:00:00+00,29.56,36.2,5,-1,1,-1,-1,-1,23420,16498,6922,2022/01/09,29.56,36.2,5,2022/02/28,2022/02/28
620,620,2022/01/10 06:00:00+00,29.91,35.6,5,-1,1,-1,-1,-1,40723,28544,12179,2022/01/10,29.91,35.6,5,2022/02/28,2022/02/28
621,621,2022/01/11 06:00:00+00,29.12,34.4,5,-1,1,-1,-1,-1,45256,32079,13177,2022/01/11,29.12,34.4,5,2022/02/28,2022/02/28
622,622,2022/01/12 06:00:00+00,27.51,33.3,5,-1,1,-1,-1,-1,42875,31082,11793,2022/01/12,27.51,33.3,5,2022/02/28,2022/02/28
623,623,2022/01/13 06:00:00+00,27.14,32.3,5,-1,1,-1,-1,-1,41383,30152,11231,2022/01/13,27.14,32.3,5,2022/02/28,2022/02/28
624,624,2022/01/14 06:00:00+00,26.16,31.6,5,-1,1,-1,-1,-1,36645,27059,9586,2022/01/14,26.16,31.6,5,2022/02/28,2022/02/28
625,625,2022/01/15 06:00:00+00,28.3,31.4,5,-1,1,-1,-1,-1,21164,15174,5990,2022/01/15,28.3,31.4,5,2022/02/28,2022/02/28
626,626,2022/01/16 06:00:00+00,26.38,30.7,5,-1,1,-1,-1,-1,18109,13332,4777,2022/01/16,26.38,30.7,5,2022/02/28,2022/02/28
627,627,2022/01/17 06:00:00+00,26.86,29.9,5,-1,1,-1,-1,-1,31379,22951,8428,2022/01/17,26.86,29.9,5,2022/02/28,2022/02/28
628,628,2022/01/18 06:00:00+00,24.6,29.1,5,-1,1,-1,-1,-1,38792,29248,9544,2022/01/18,24.6,29.1,5,2022/02/28,2022/02/28
629,629,2022/01/19 06:00:00+00,24.3,28.2,5,-1,1,-1,-1,-1,33235,25159,8076,2022/01/19,24.3,28.2,5,2022/02/28,2022/02/28
630,630,2022/01/20 06:00:00+00,21.93,27.4,5,-1,1,-1,-1,-1,31443,24548,6895,2022/01/20,21.93,27.4,5,2022/02/28,2022/02/28
631,631,2022/01/21 06:00:00+00,22.71,26.9,5,-1,1,-1,-1,-1,27903,21566,6337,2022/01/21,22.71,26.9,5,2022/02/28,2022/02/28
632,632,2022/01/22 06:00:00+00,25.64,26.5,5,-1,1,-1,-1,-1,17541,13043,4498,2022/01/22,25.64,26.5,5,2022/02/28,2022/02/28
633,633,2022/01/23 06:00:00+00,25.4,26.4,5,-1,1,-1,-1,-1,13331,9945,3386,2022/01/23,25.4,26.4,5,2022/02/28,2022/02/28
634,634,2022/01/24 06:00:00+00,22.17,25.8,5,-1,1,-1,-1,-1,26818,20873,5945,2022/01/24,22.17,25.8,5,2022/02/28,2022/02/28
635,635,2022/01/25 06:00:00+00,20.61,25,5,-1,1,-1,-1,-1,27383,21738,5645,2022/01/25,20.61,25,5,2022/02/28,2022/02/28
636,636,2022/01/26 06:00:00+00,20.27,24.4,5,-1,1,-1,-1,-1,27469,21901,5568,2022/01/26,20.27,24.4,5,2022/02/28,2022/02/28
637,637,2022/01/27 06:00:00+00,18.01,23.8,5,-1,1,-1,-1,-1,21653,17754,3899,2022/01/27,18.01,23.8,5,2022/02/28,2022/02/28
638,638,2022/01/28 06:00:00+00,18.36,23.2,5,-1,1,-1,-1,-1,23408,19111,4297,2022/01/28,18.36,23.2,5,2022/02/28,2022/02/28
639,639,2022/01/29 06:00:00+00,21.07,22.8,5,-1,1,-1,-1,-1,14117,11143,2974,2022/01/29,21.07,22.8,5,2022/02/28,2022/02/28
640,640,2022/01/30 06:00:00+00,27.05,22.7,5,-1,1,-1,-1,-1,9157,6680,2477,2022/01/30,27.05,22.7,5,2022/02/28,2022/02/28
641,641,2022/01/31 06:00:00+00,16.72,21.9,5,-1,1,-1,-1,-1,23175,19300,3875,2022/01/31,16.72,21.9,5,2022/02/28,2022/02/28
642,642,2022/02/01 06:00:00+00,15.41,21.1,5,-1,1,-1,-1,-1,22838,19319,3519,2022/02/01,15.41,21.1,5,2022/02/28,2022/02/28
643,643,2022/02/02 06:00:00+00,14.42,20.3,5,-1,1,-1,-1,-1,22761,19478,3283,2022/02/02,14.42,20.3,5,2022/02/28,2022/02/28
644,644,2022/02/03 06:00:00+00,12.09,19.5,5,-1,1,-1,-1,-1,19724,17340,2384,2022/02/03,12.09,19.5,5,2022/02/28,2022/02/28
645,645,2022/02/04 06:00:00+00,13.21,18.9,5,-1,1,-1,-1,-1,13384,11616,1768,2022/02/04,13.21,18.9,5,2022/02/28,2022/02/28
646,646,2022/02/05 06:00:00+00,18.72,18.5,5,-1,1,-1,-1,-1,10248,8330,1918,2022/02/05,18.72,18.5,5,2022/02/28,2022/02/28
647,647,2022/02/06 06:00:00+00,17.92,18.1,5,-1,1,-1,-1,-1,9055,7432,1623,2022/02/06,17.92,18.1,5,2022/02/28,2022/02/28
648,648,2022/02/07 06:00:00+00,10.57,17.1,5,-1,1,-1,-1,-1,22271,19917,2354,2022/02/07,10.57,17.1,5,2022/02/28,2022/02/28
649,649,2022/02/08 06:00:00+00,9.38,16.1,5,-1,-1,1,-1,-1,19575,17739,1836,2022/02/08,9.38,16.1,5,2022/02/28,2022/02/28
650,650,2022/02/09 06:00:00+00,8.92,15.1,5,-1,-1,1,-1,-1,19867,18095,1772,2022/02/09,8.92,15.1,5,2022/02/28,2022/02/28
651,651,2022/02/10 06:00:00+00,8.25,14.3,5,-1,-1,1,-1,-1,19468,17861,1607,2022/02/10,8.25,14.3,5,2022/02/28,2022/02/28
652,652,2022/02/11 06:00:00+00,8.72,13.5,5,-1,-1,1,-1,-1,17934,16370,1564,2022/02/11,8.72,13.5,5,2022/02/28,2022/02/28
653,653,2022/02/12 06:00:00+00,10.86,13,5,-1,1,-1,-1,-1,9332,8319,1013,2022/02/12,10.86,13,5,2022/02/28,2022/02/28
654,654,2022/02/13 06:00:00+00,12.91,12.4,5,-1,1,-1,-1,-1,5741,5000,741,2022/02/13,12.91,12.4,5,2022/02/28,2022/02/28
655,655,2022/02/14 06:00:00+00,7.06,11.7,5,-1,-1,-1,1,-1,13517,12563,954,2022/02/14,7.06,11.7,5,2022/02/28,2022/02/28
656,656,2022/02/15 06:00:00+00,7.1,11,5,-1,-1,-1,1,-1,12656,11758,898,2022/02/15,7.1,11,5,2022/02/28,2022/02/28
657,657,2022/02/16 06:00:00+00,5.26,10.3,5,-1,-1,-1,1,-1,12014,11382,632,2022/02/16,5.26,10.3,5,2022/02/28,2022/02/28
658,658,2022/02/17 06:00:00+00,5.65,9.9,5,-1,-1,-1,1,-1,7296,6884,412,2022/02/17,5.65,9.9,5,2022/02/28,2022/02/28
659,659,2022/02/18 06:00:00+00,7.31,9.6,5,-1,-1,-1,1,-1,4008,3715,293,2022/02/18,7.31,9.6,5,2022/02/28,2022/02/28
660,660,2022/02/19 06:00:00+00,7.23,9.1,5,-1,-1,-1,1,-1,3071,2849,222,2022/02/19,7.23,9.1,5,2022/02/28,2022/02/28
661,661,2022/02/20 06:00:00+00,7.86,8.6,5,-1,-1,-1,1,-1,2111,1945,166,2022/02/20,7.86,8.6,5,2022/02/28,2022/02/28
662,662,2022/02/21 06:00:00+00,5.67,8.2,5,-1,-1,-1,1,-1,4566,4307,259,2022/02/21,5.67,8.2,5,2022/02/28,2022/02/28
